customerID,tenure,Contract,PaymentMethod,PaymentMethod_[0],TotalCharges,Churn
1410-RSCMR,7,Month-to-month,"Credit card (automatic)","Credit card (automatic)",515.75,No
0139-IVFJG,2,Month-to-month,"Electronic check","Electronic check",190.5,No
6683-VLCTZ,20,Month-to-month,"Electronic check","Electronic check",1842.8,Yes
5730-DBDSI,66,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",1253.8,No
0030-FNXPP,3,Month-to-month,"Mailed check","Mailed check",57.2,No
2189-WWOEW,15,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",1269.55,Yes
5684-FJVYR,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",6563.4,No
4013-GUXND,1,Month-to-month,"Mailed check","Mailed check",20.8,No
1894-IGFSG,22,Month-to-month,"Electronic check","Electronic check",1907.85,Yes
7379-POKDZ,3,Month-to-month,"Electronic check","Electronic check",208.85,Yes
1266-NZYUI,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4758.8,No
7969-FFOWG,65,"Two year","Mailed check","Mailed check",1292.6,No
4718-DHSMV,11,Month-to-month,"Mailed check","Mailed check",363.15,No
5175-WLYXL,22,Month-to-month,"Mailed check","Mailed check",1600.25,No
7817-OMJNA,14,"One year","Bank transfer (automatic)","Bank transfer (automatic)",275.7,No
8728-SKJLR,41,Month-to-month,"Electronic check","Electronic check",3089.1,No
3137-NYQQI,17,"One year","Mailed check","Mailed check",1175.6,No
7706-DZNKK,11,Month-to-month,"Credit card (automatic)","Credit card (automatic)",237.3,No
0236-HFWSV,15,Month-to-month,"Electronic check","Electronic check",1444.65,Yes
3900-AQPHZ,1,Month-to-month,"Mailed check","Mailed check",19.9,Yes
5842-POCOP,5,Month-to-month,"Mailed check","Mailed check",454.15,Yes
2037-XJFUP,33,"One year","Electronic check","Electronic check",3036.75,Yes
8823-RLPWL,72,"Two year","Credit card (automatic)","Credit card (automatic)",8065.65,No
9505-SQFSW,3,Month-to-month,"Mailed check","Mailed check",92.5,No
7314-OXENN,2,Month-to-month,"Electronic check","Electronic check",184.65,Yes
3758-CKOQL,59,"One year","Credit card (automatic)","Credit card (automatic)",6152.3,No
0322-CHQRU,2,Month-to-month,"Electronic check","Electronic check",89.5,Yes
5676-CFLYY,71,"Two year","Credit card (automatic)","Credit card (automatic)",5154.5,No
7521-AFHAB,5,Month-to-month,"Mailed check","Mailed check",220.45,No
0285-INHLN,27,Month-to-month,"Credit card (automatic)","Credit card (automatic)",1510.3,No
4678-DVQEO,1,Month-to-month,"Electronic check","Electronic check",52.2,Yes
5125-CNDSP,63,"One year","Bank transfer (automatic)","Bank transfer (automatic)",2588.95,No
0691-IFBQW,46,"One year","Electronic check","Electronic check",4874.8,Yes
4992-LTJNE,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",3983.6,No
2202-OUTMO,34,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",2003.6,No
0810-BDHAW,24,"One year","Electronic check","Electronic check",1832.4,No
0229-LFJAF,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4908.25,No
7131-ZQZNK,60,"Two year","Credit card (automatic)","Credit card (automatic)",3590.2,No
3442-ZHHCC,68,"One year","Credit card (automatic)","Credit card (automatic)",5023,No
5726-CVNYA,8,"Two year","Mailed check","Mailed check",146.6,No
9871-ELEYA,34,"Two year","Credit card (automatic)","Credit card (automatic)",2339.3,No
4257-GAESD,6,Month-to-month,"Credit card (automatic)","Credit card (automatic)",298.7,No
5173-WXOQV,2,Month-to-month,"Mailed check","Mailed check",143.65,No
2040-OBMLJ,31,"One year","Credit card (automatic)","Credit card (automatic)",2548.65,No
6286-ZHAOK,20,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",507.4,No
3807-XHCJH,1,Month-to-month,"Electronic check","Electronic check",20,No
3009-JWMPU,62,"One year","Electronic check","Electronic check",6125.4,Yes
5671-RQRLP,70,"Two year","Credit card (automatic)","Credit card (automatic)",5411.4,No
1450-GALXR,10,Month-to-month,"Electronic check","Electronic check",1058.25,Yes
8859-AXJZP,39,"Two year","Mailed check","Mailed check",903.8,No
3174-AKMAS,46,"Two year","Credit card (automatic)","Credit card (automatic)",3009.5,No
3138-BKYAV,6,Month-to-month,"Electronic check","Electronic check",489.45,Yes
9926-PJHDQ,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",5468.45,No
7382-DFJTU,18,Month-to-month,"Credit card (automatic)","Credit card (automatic)",1058.1,No
2798-NYLMZ,71,"Two year","Credit card (automatic)","Credit card (automatic)",7616,No
4289-DTDKW,40,Month-to-month,"Electronic check","Electronic check",4113.1,Yes
1820-TQVEV,1,Month-to-month,"Electronic check","Electronic check",69.55,Yes
2239-JALAW,58,"One year","Bank transfer (automatic)","Bank transfer (automatic)",6017.65,Yes
4853-RULSV,70,"Two year","Credit card (automatic)","Credit card (automatic)",7250.15,Yes
8098-TDCBU,42,"Two year","Electronic check","Electronic check",1108.2,No
3551-GAEGL,34,"One year","Bank transfer (automatic)","Bank transfer (automatic)",938.65,No
4785-NKHCX,5,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",94.15,No
3196-NVXLZ,25,Month-to-month,"Mailed check","Mailed check",2088.05,No
6275-YDUVO,2,Month-to-month,"Mailed check","Mailed check",178.7,Yes
0036-IHMOT,55,"One year","Bank transfer (automatic)","Bank transfer (automatic)",5656.75,No
0115-TFERT,21,Month-to-month,"Electronic check","Electronic check",2317.1,Yes
4178-EGMON,70,"Two year","Credit card (automatic)","Credit card (automatic)",5986.45,No
4220-TINQT,61,Month-to-month,"Electronic check","Electronic check",6751.35,No
5318-YKDPV,43,"Two year","Credit card (automatic)","Credit card (automatic)",3566.6,No
7975-TZMLR,47,"One year","Electronic check","Electronic check",4889.3,No
0295-QVKPB,5,Month-to-month,"Credit card (automatic)","Credit card (automatic)",318.1,No
4335-BSMJS,62,"Two year","Credit card (automatic)","Credit card (automatic)",1563.95,No
2311-QYMUQ,16,Month-to-month,"Credit card (automatic)","Credit card (automatic)",1430.25,Yes
3643-AHCFP,7,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",644.35,Yes
9146-JRIOX,14,Month-to-month,"Mailed check","Mailed check",372.45,No
3104-OWCGK,60,"One year","Electronic check","Electronic check",5453.4,Yes
5337-IIWKZ,34,Month-to-month,"Electronic check","Electronic check",1442.6,No
9101-BWFSS,50,"One year","Electronic check","Electronic check",5610.7,Yes
9650-VBUOG,38,"Two year","Credit card (automatic)","Credit card (automatic)",963.95,No
3487-EARAT,70,"One year","Credit card (automatic)","Credit card (automatic)",5222.3,No
2672-TGEFF,37,Month-to-month,"Electronic check","Electronic check",3340.55,No
9231-ZJYAM,4,Month-to-month,"Electronic check","Electronic check",292.8,Yes
4250-WAROZ,60,Month-to-month,"Electronic check","Electronic check",5774.55,No
8184-WMOFI,62,"One year","Credit card (automatic)","Credit card (automatic)",4487.3,No
6982-SSHFK,1,Month-to-month,"Mailed check","Mailed check",44.4,Yes
6092-QZVPP,36,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2854.95,No
4625-LAMOB,44,"Two year","Credit card (automatic)","Credit card (automatic)",905.55,No
0727-BMPLR,55,"One year","Electronic check","Electronic check",5509.3,Yes
0392-BZIUW,72,"Two year","Credit card (automatic)","Credit card (automatic)",7589.8,No
1038-ZAGBI,12,"One year","Bank transfer (automatic)","Bank transfer (automatic)",229.6,Yes
6549-NNDYT,13,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",394.1,No
3027-ZTDHO,1,Month-to-month,"Electronic check","Electronic check",89.9,Yes
0422-OHQHQ,15,"One year","Mailed check","Mailed check",295.95,No
6916-HIJSE,65,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",5459.2,No
2316-ESMLS,12,"One year","Credit card (automatic)","Credit card (automatic)",444.75,No
9778-OGKQZ,72,"Two year","Credit card (automatic)","Credit card (automatic)",6782.15,No
7408-OFWXJ,72,"Two year","Credit card (automatic)","Credit card (automatic)",6510.45,No
6007-TCTST,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",8476.5,No
2252-NKNSI,52,"Two year","Mailed check","Mailed check",4461.85,No
8713-IGZSO,2,Month-to-month,"Mailed check","Mailed check",62,No
7905-TVXTA,5,Month-to-month,"Electronic check","Electronic check",352.65,No
7695-PKLCZ,68,"Two year","Credit card (automatic)","Credit card (automatic)",1424.9,No
2382-BCKQJ,62,"One year","Electronic check","Electronic check",6413.65,Yes
8374-UULRV,72,"Two year","Credit card (automatic)","Credit card (automatic)",6309.65,No
2207-NHRJK,1,Month-to-month,"Electronic check","Electronic check",50.8,Yes
3224-DFQNQ,66,"One year","Electronic check","Electronic check",5898.6,No
5275-PMFUT,72,"Two year","Credit card (automatic)","Credit card (automatic)",4719.75,No
4795-UXVCJ,26,"One year","Credit card (automatic)","Credit card (automatic)",457.3,No
9777-IQHWP,64,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",5822.3,No
0947-MUGVO,20,Month-to-month,"Electronic check","Electronic check",1463.5,Yes
9944-HKVVB,3,Month-to-month,"Electronic check","Electronic check",307.4,Yes
4124-MMETB,22,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2104.55,Yes
3671-SHRSP,4,Month-to-month,"Mailed check","Mailed check",319.15,Yes
0979-MOZQI,62,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",2337.45,No
2732-ISEZX,5,Month-to-month,"Mailed check","Mailed check",104.3,No
3313-QKNKB,59,"One year","Electronic check","Electronic check",5084.65,Yes
0323-XWWTN,3,"Two year","Mailed check","Mailed check",121.25,No
1937-OTUKY,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",7015.9,No
1573-LGXBA,57,"One year","Credit card (automatic)","Credit card (automatic)",5598,No
1764-VUUMT,66,"Two year","Credit card (automatic)","Credit card (automatic)",1269.1,No
5073-WXOYN,60,Month-to-month,"Electronic check","Electronic check",3027.4,Yes
4713-ZBURT,45,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4634.35,No
3050-GBUSH,3,Month-to-month,"Credit card (automatic)","Credit card (automatic)",113.95,No
0207-MDKNV,15,Month-to-month,"Electronic check","Electronic check",1582.75,Yes
7876-AEHIG,51,"One year","Bank transfer (automatic)","Bank transfer (automatic)",3077,No
7945-HLKEA,60,"One year","Electronic check","Electronic check",4039.5,No
9342-VNIMQ,33,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",1665.2,No
9851-KIELU,10,Month-to-month,"Electronic check","Electronic check",1043.3,Yes
3523-BRGUW,26,"One year","Credit card (automatic)","Credit card (automatic)",504.2,No
3908-BLSYF,6,Month-to-month,"Electronic check","Electronic check",497.55,Yes
3199-NPKCN,67,"One year","Electronic check","Electronic check",7511.65,No
5170-PTRKA,49,"One year","Credit card (automatic)","Credit card (automatic)",1782,No
4661-NJEUX,1,Month-to-month,"Mailed check","Mailed check",20.05,No
2123-AGEEN,7,Month-to-month,"Electronic check","Electronic check",609.65,No
1258-YMZNM,27,"One year","Bank transfer (automatic)","Bank transfer (automatic)",2857.6,No
0048-LUMLS,37,"One year","Credit card (automatic)","Credit card (automatic)",3247.55,No
7549-MYGPK,63,Month-to-month,"Electronic check","Electronic check",6215.35,Yes
5898-IGSLP,31,Month-to-month,"Electronic check","Electronic check",2823,No
3804-RVTGV,50,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",5017.9,Yes
6259-WJQLC,32,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2619.25,No
9227-LUNBG,1,Month-to-month,"Electronic check","Electronic check",24.6,Yes
7997-EASSD,63,"One year","Credit card (automatic)","Credit card (automatic)",4965.1,No
0730-KOAVE,30,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2679.7,No
8975-SKGRX,71,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",8310.55,No
0678-RLHVP,53,"Two year","Electronic check","Electronic check",5682.25,No
4315-MURBD,12,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",1120.95,Yes
2267-FPIMA,50,Month-to-month,"Credit card (automatic)","Credit card (automatic)",4914.9,No
1051-GEJLJ,2,Month-to-month,"Mailed check","Mailed check",27.55,No
9734-YWGEX,9,Month-to-month,"Credit card (automatic)","Credit card (automatic)",923.5,Yes
2719-BDAQO,17,Month-to-month,"Electronic check","Electronic check",1625.65,Yes
5285-MVEHD,56,"One year","Credit card (automatic)","Credit card (automatic)",6068.65,No
0379-DJQHR,67,"Two year","Credit card (automatic)","Credit card (automatic)",5398.6,No
0781-LKXBR,9,Month-to-month,"Electronic check","Electronic check",918.6,Yes
5543-QDCRY,4,Month-to-month,"Electronic check","Electronic check",234.85,No
0297-RBCSG,19,"One year","Bank transfer (automatic)","Bank transfer (automatic)",1231.85,No
4694-PHWFW,8,Month-to-month,"Mailed check","Mailed check",170.9,No
0835-JKADZ,71,"Two year","Electronic check","Electronic check",7984.15,No
1907-UBQFC,10,Month-to-month,"Electronic check","Electronic check",688.65,Yes
7508-SMHXL,15,Month-to-month,"Credit card (automatic)","Credit card (automatic)",1288.3,No
3865-YIOTT,72,"One year","Bank transfer (automatic)","Bank transfer (automatic)",7848.5,No
5993-BQHEA,12,"One year","Credit card (automatic)","Credit card (automatic)",267,No
6024-RUGGH,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",1798.9,No
6513-EECDB,1,Month-to-month,"Electronic check","Electronic check",73.55,Yes
3956-CJUST,23,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",1643.55,No
4079-WWQQQ,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4807.45,No
6103-BOCOU,26,Month-to-month,"Electronic check","Electronic check",2193,No
5149-TGWDZ,21,"One year","Mailed check","Mailed check",2239.4,No
7471-WNSUF,60,"One year","Bank transfer (automatic)","Bank transfer (automatic)",1505.9,No
8942-DBMHZ,12,Month-to-month,"Mailed check","Mailed check",255.35,No
4301-VVZKA,16,Month-to-month,"Electronic check","Electronic check",1189.4,No
9199-PWQVC,63,"One year","Credit card (automatic)","Credit card (automatic)",4786.15,No
4824-GUCBY,22,Month-to-month,"Electronic check","Electronic check",1820.9,No
5393-HJZSM,32,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",2404.15,No
7074-IEVOJ,3,Month-to-month,"Electronic check","Electronic check",205.05,Yes
9625-QSTYE,13,Month-to-month,"Electronic check","Electronic check",952.3,Yes
0862-PRCBS,68,"Two year","Credit card (automatic)","Credit card (automatic)",7039.45,No
8812-ZRHFP,30,"One year","Electronic check","Electronic check",2538.05,No
5146-CBVOE,16,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",1212.85,No
0454-OKRCT,33,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",2651.1,No
5787-KXGIY,72,"Two year","Credit card (automatic)","Credit card (automatic)",1304.8,No
4750-ZRXIU,4,Month-to-month,"Electronic check","Electronic check",360.1,Yes
4198-VFOEA,12,"One year","Mailed check","Mailed check",435.45,No
6630-UJZMY,4,Month-to-month,"Electronic check","Electronic check",308.05,No
6400-BWQKW,6,Month-to-month,"Electronic check","Electronic check",434.5,Yes
2692-AQCPF,65,"One year","Credit card (automatic)","Credit card (automatic)",7118.9,No
0347-UBKUZ,15,Month-to-month,"Mailed check","Mailed check",320.45,No
0835-DUUIQ,24,"One year","Bank transfer (automatic)","Bank transfer (automatic)",531.55,No
0811-GSDTP,13,Month-to-month,"Electronic check","Electronic check",382.2,No
7567-ECMCM,24,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2001,No
6115-ZTBFQ,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4919.7,No
6353-BRMMA,54,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",5645.8,No
6680-WKXRZ,3,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",215.8,Yes
6231-WFGFH,4,Month-to-month,"Mailed check","Mailed check",77.6,No
9904-EHEVJ,32,Month-to-month,"Mailed check","Mailed check",2896.55,No
7028-DVOIQ,35,Month-to-month,"Electronic check","Electronic check",3395.8,Yes
6169-PPETC,35,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",759.35,No
4208-UFFGW,2,Month-to-month,"Mailed check","Mailed check",85.15,Yes
8584-KMVXD,8,Month-to-month,"Electronic check","Electronic check",535.55,No
8467-WYNSR,22,Month-to-month,"Mailed check","Mailed check",1253.15,No
0851-DFJKB,15,Month-to-month,"Electronic check","Electronic check",955.15,No
5382-SOYZL,22,Month-to-month,"Electronic check","Electronic check",2162.6,No
9448-REEVD,1,Month-to-month,"Credit card (automatic)","Credit card (automatic)",44.7,Yes
3261-CQXOL,71,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",1813.35,No
8388-FYNPZ,4,Month-to-month,"Electronic check","Electronic check",245.15,No
4002-BQWPQ,25,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",2028.8,No
5651-YLPRD,32,Month-to-month,"Electronic check","Electronic check",2723.75,No
2826-DXLQO,7,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",220.45,No
4378-BZYFP,17,"One year","Mailed check","Mailed check",365.8,No
9489-UTFKA,8,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",551.95,No
4849-PYRLQ,56,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4054.2,No
9117-SHLZX,1,Month-to-month,"Mailed check","Mailed check",45.7,Yes
9889-TMAHG,8,Month-to-month,"Credit card (automatic)","Credit card (automatic)",832.35,Yes
4541-RMRLG,7,Month-to-month,"Electronic check","Electronic check",112.3,Yes
7764-BDPEE,3,Month-to-month,"Mailed check","Mailed check",60.65,No
3429-IFLEM,71,"Two year","Credit card (automatic)","Credit card (automatic)",5550.1,No
3158-MOERK,2,Month-to-month,"Electronic check","Electronic check",174.8,Yes
7294-TMAOP,1,Month-to-month,"Electronic check","Electronic check",90.55,Yes
5002-GCQFH,49,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",4733.1,No
0556-FJEGU,58,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4048.95,No
8919-FYFQZ,44,Month-to-month,"Electronic check","Electronic check",1359.7,Yes
0604-THJFP,59,"Two year","Credit card (automatic)","Credit card (automatic)",4542.35,No
2834-JRTUA,71,"Two year","Electronic check","Electronic check",7532.15,Yes
5875-YPQFJ,1,Month-to-month,"Electronic check","Electronic check",69.9,Yes
5879-SESNB,11,Month-to-month,"Electronic check","Electronic check",888.65,No
6646-QVXLR,62,"One year","Electronic check","Electronic check",6383.35,Yes
6461-PPAXN,35,"One year","Bank transfer (automatic)","Bank transfer (automatic)",1916,No
3318-ISQFQ,20,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",413,No
1106-HRLKZ,40,"Two year","Mailed check","Mailed check",808.95,No
2483-XSSMZ,39,"One year","Electronic check","Electronic check",1886.4,No
8603-IJWDN,1,Month-to-month,"Electronic check","Electronic check",86.6,Yes
8165-ZJRNM,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",1679.25,No
9369-XFEHK,33,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",2656.5,Yes
2604-XVDAM,12,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",540.95,No
3717-OFRTN,1,Month-to-month,"Bank transfer (automatic)","Bank transfer (automatic)",19.75,No
9046-JBFWA,27,Month-to-month,"Mailed check","Mailed check",537.35,No
3280-NMUVX,34,"One year","Credit card (automatic)","Credit card (automatic)",678.8,No
1206-EHBDD,56,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",4513.65,No
8361-LBRDI,58,"Two year","Credit card (automatic)","Credit card (automatic)",1423.85,No
4883-KCPZJ,22,"Two year","Credit card (automatic)","Credit card (automatic)",555.4,No
9108-EQPNQ,10,"Two year","Credit card (automatic)","Credit card (automatic)",225.55,No
7277-KAMWT,13,"Two year","Credit card (automatic)","Credit card (automatic)",268.45,No
3842-IYKUE,35,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2917.5,Yes
6641-XRPSU,34,Month-to-month,"Credit card (automatic)","Credit card (automatic)",2416.1,Yes
1374-DMZUI,4,Month-to-month,"Electronic check","Electronic check",424.45,Yes
2545-LXYVJ,72,"Two year","Bank transfer (automatic)","Bank transfer (automatic)",1492.1,No
3234-VKACU,2,Month-to-month,"Electronic check","Electronic check",132.4,No
8357-EQXFO,7,Month-to-month,"Electronic check","Electronic check",660.9,Yes
1989-PRJHP,27,Month-to-month,"Electronic check","Electronic check",1893.95,Yes
8120-JDCAM,4,Month-to-month,"Mailed check","Mailed check",284.9,No
